model,training_seed,noise_seed,gaussian_sigma,threshold,trainable_parameters,train_samples,validation_samples,test_samples,accuracy,precision,recall,f1,pr_auc,tp,fp,fn,tn,clean_f1,f1_drop,f1_retention
TinyMLP h5 (mu12),53,2003,0.04,0.45711167644633555,21,4500,1500,1500,0.306,0.21825095057034222,0.9566666666666667,0.3554179566563468,0.18398448067464232,287,1028,13,172,0.8738461538461538,0.518428197189807,0.40672829546941097
Schmidt-QPP QNN L2,53,3001,0.04,0.49739777738176355,25,4500,1500,1500,0.30333333333333334,0.21673003802281368,0.95,0.35294117647058826,0.197758824551277,285,1030,15,170,0.8738461538461538,0.5209049773755656,0.403893951946976
TinyMLP h5 (lambda12),53,3001,0.04,0.5731570837741349,21,4500,1500,1500,0.964,0.8660714285714286,0.97,0.9150943396226415,0.9687353897892657,291,45,9,1155,0.9260450160771705,0.010950676454528963,0.9881747903563941
TinyMLP h5 (mu12),53,3001,0.04,0.45711167644633555,21,4500,1500,1500,0.30333333333333334,0.21673003802281368,0.95,0.35294117647058826,0.197758824551277,285,1030,15,170,0.8738461538461538,0.5209049773755656,0.403893951946976
Schmidt-QPP QNN L2,53,1001,0.06,0.49739777738176355,25,4500,1500,1500,0.296,0.21748878923766815,0.97,0.35531135531135527,0.18285314509098613,291,1047,9,153,0.8738461538461538,0.5185347985347986,0.4066063044936284
TinyMLP h5 (lambda12),53,1001,0.06,0.5731570837741349,21,4500,1500,1500,0.952,0.8149171270718232,0.9833333333333333,0.891238670694864,0.9641513720365604,295,67,5,1133,0.9260450160771705,0.034806345382306536,0.9624139812017454
TinyMLP h5 (mu12),53,1001,0.06,0.45711167644633555,21,4500,1500,1500,0.296,0.21748878923766815,0.97,0.35531135531135527,0.18285314509098613,291,1047,9,153,0.8738461538461538,0.5185347985347986,0.4066063044936284
Schmidt-QPP QNN L2,53,2003,0.06,0.49739777738176355,25,4500,1500,1500,0.2986666666666667,0.21940298507462686,0.98,0.35853658536585364,0.20438669455466513,294,1046,6,154,0.8738461538461538,0.5153095684803002,0.4102971487461353
TinyMLP h5 (lambda12),53,2003,0.06,0.5731570837741349,21,4500,1500,1500,0.9566666666666667,0.8328611898016998,0.98,0.9004594180704442,0.9692385713440199,294,59,6,1141,0.9260450160771705,0.02558559800672633,0.9723711077080143
TinyMLP h5 (mu12),53,2003,0.06,0.45711167644633555,21,4500,1500,1500,0.2986666666666667,0.21940298507462686,0.98,0.35853658536585364,0.20438669455466513,294,1046,6,154,0.8738461538461538,0.5153095684803002,0.4102971487461353
Schmidt-QPP QNN L2,53,3001,0.06,0.49739777738176355,25,4500,1500,1500,0.2986666666666667,0.21771771771771772,0.9666666666666667,0.3553921568627451,0.1800390526342555,290,1042,10,158,0.8738461538461538,0.5184539969834088,0.4066987710577189
TinyMLP h5 (lambda12),53,3001,0.06,0.5731570837741349,21,4500,1500,1500,0.954,0.8217270194986073,0.9833333333333333,0.8952959028831562,0.9703133131005819,295,64,5,1136,0.9260450160771705,0.0307491131940143,0.9667952284606304
TinyMLP h5 (mu12),53,3001,0.06,0.45711167644633555,21,4500,1500,1500,0.2986666666666667,0.21771771771771772,0.9666666666666667,0.3553921568627451,0.1800390526342555,290,1042,10,158,0.8738461538461538,0.5184539969834088,0.4066987710577189
Schmidt-QPP QNN L2,53,1001,0.08,0.49739777738176355,25,4500,1500,1500,0.292,0.21861152141802068,0.9866666666666667,0.3579201934703748,0.1868340548254896,296,1058,4,142,0.8738461538461538,0.5159259603757791,0.40959177069673175
TinyMLP h5 (lambda12),53,1001,0.08,0.5731570837741349,21,4500,1500,1500,0.9013333333333333,0.6711711711711712,0.9933333333333333,0.8010752688172044,0.9675013271724533,298,146,2,1054,0.9260450160771705,0.12496974725996612,0.8650500298685783
TinyMLP h5 (mu12),53,1001,0.08,0.45711167644633555,21,4500,1500,1500,0.292,0.21861152141802068,0.9866666666666667,0.3579201934703748,0.1868340548254896,296,1058,4,142,0.8738461538461538,0.5159259603757791,0.40959177069673175
Schmidt-QPP QNN L2,53,2003,0.08,0.49739777738176355,25,4500,1500,1500,0.28733333333333333,0.21623616236162363,0.9766666666666667,0.3540785498489426,0.17768339788117565,293,1062,7,138,0.8738461538461538,0.5197676039972112,0.40519552359474065
TinyMLP h5 (lambda12),53,2003,0.08,0.5731570837741349,21,4500,1500,1500,0.8893333333333333,0.6443965517241379,0.9966666666666667,0.7827225130890052,0.9620723548226913,299,165,1,1035,0.9260450160771705,0.1433225029881653,0.8452316026759743
TinyMLP h5 (mu12),53,2003,0.08,0.45711167644633555,21,4500,1500,1500,0.28733333333333333,0.21623616236162363,0.9766666666666667,0.3540785498489426,0.17768339788117565,293,1062,7,138,0.8738461538461538,0.5197676039972112,0.40519552359474065
Schmidt-QPP QNN L2,53,3001,0.08,0.49739777738176355,25,4500,1500,1500,0.2866666666666667,0.2173274596182085,0.9866666666666667,0.3561973525872443,0.17105915754931728,296,1066,4,134,0.8738461538461538,0.5176488012589096,0.4076202098269521
TinyMLP h5 (lambda12),53,3001,0.08,0.5731570837741349,21,4500,1500,1500,0.9,0.6674107142857143,0.9966666666666667,0.7994652406417112,0.9685008527942498,299,149,1,1051,0.9260450160771705,0.12657977543545929,0.86331142305407
TinyMLP h5 (mu12),53,3001,0.08,0.45711167644633555,21,4500,1500,1500,0.2866666666666667,0.2173274596182085,0.9866666666666667,0.3561973525872443,0.17105915754931728,296,1066,4,134,0.8738461538461538,0.5176488012589096,0.4076202098269521
Schmidt-QPP QNN L2,53,1001,0.1,0.49739777738176355,25,4500,1500,1500,0.278,0.21568627450980393,0.99,0.3542039355992845,0.17169765726910852,297,1080,3,120,0.8738461538461538,0.5196422182468694,0.40533901080904033
TinyMLP h5 (lambda12),53,1001,0.1,0.5731570837741349,21,4500,1500,1500,0.6033333333333334,0.3348264277715566,0.9966666666666667,0.501257334450964,0.9571374487994182,299,594,1,606,0.9260450160771705,0.4247876816262065,0.5412883021328118
TinyMLP h5 (mu12),53,1001,0.1,0.45711167644633555,21,4500,1500,1500,0.278,0.21568627450980393,0.99,0.3542039355992845,0.17169765726910852,297,1080,3,120,0.8738461538461538,0.5196422182468694,0.40533901080904033
Schmidt-QPP QNN L2,53,2003,0.1,0.49739777738176355,25,4500,1500,1500,0.27066666666666667,0.21356421356421357,0.9866666666666667,0.35112692763938314,0.18749629834733392,296,1090,4,110,0.8738461538461538,0.5227192262067707,0.4018177869112659
TinyMLP h5 (lambda12),53,2003,0.1,0.5731570837741349,21,4500,1500,1500,0.594,0.3296582138919515,0.9966666666666667,0.4954432477216239,0.9586487155223842,299,608,1,592,0.9260450160771705,0.4306017683555466,0.5350098959771702
TinyMLP h5 (mu12),53,2003,0.1,0.45711167644633555,21,4500,1500,1500,0.27066666666666667,0.21356421356421357,0.9866666666666667,0.35112692763938314,0.18749629834733392,296,1090,4,110,0.8738461538461538,0.5227192262067707,0.4018177869112659
Schmidt-QPP QNN L2,53,3001,0.1,0.49739777738176355,25,4500,1500,1500,0.2713333333333333,0.21330441070137382,0.9833333333333333,0.35056446821152704,0.18830413864603046,295,1088,5,112,0.8738461538461538,0.5232816856346267,0.40117412735474045
TinyMLP h5 (lambda12),53,3001,0.1,0.5731570837741349,21,4500,1500,1500,0.6133333333333333,0.34054669703872437,0.9966666666666667,0.5076400679117148,0.9521488803277868,299,579,1,621,0.9260450160771705,0.4184049481654557,0.5481807677796642
TinyMLP h5 (mu12),53,3001,0.1,0.45711167644633555,21,4500,1500,1500,0.2713333333333333,0.21330441070137382,0.9833333333333333,0.35056446821152704,0.18830413864603046,295,1088,5,112,0.8738461538461538,0.5232816856346267,0.40117412735474045
Schmidt-QPP QNN L2,53,1001,0.15,0.49739777738176355,25,4500,1500,1500,0.23466666666666666,0.20677731673582295,0.9966666666666667,0.34249713631156925,0.17950073877748926,299,1147,1,53,0.8738461538461538,0.5313490175345845,0.39194214542697187
TinyMLP h5 (lambda12),53,1001,0.15,0.5731570837741349,21,4500,1500,1500,0.258,0.21231422505307856,1.0,0.3502626970227671,0.8980407870613116,300,1113,0,87,0.9260450160771705,0.5757823190544034,0.3782350651877797
TinyMLP h5 (mu12),53,1001,0.15,0.45711167644633555,21,4500,1500,1500,0.23466666666666666,0.20677731673582295,0.9966666666666667,0.34249713631156925,0.17950073877748926,299,1147,1,53,0.8738461538461538,0.5313490175345845,0.39194214542697187
Schmidt-QPP QNN L2,53,2003,0.15,0.49739777738176355,25,4500,1500,1500,0.23733333333333334,0.2073509015256588,0.9966666666666667,0.3432835820895522,0.17507782120359253,299,1143,1,57,0.8738461538461538,0.5305625717566016,0.3928421273912129
TinyMLP h5 (lambda12),53,2003,0.15,0.5731570837741349,21,4500,1500,1500,0.2653333333333333,0.21398002853067047,1.0,0.3525264394829612,0.8928471936336808,300,1102,0,98,0.9260450160771705,0.5735185765942092,0.38067959263611434
TinyMLP h5 (mu12),53,2003,0.15,0.45711167644633555,21,4500,1500,1500,0.23733333333333334,0.2073509015256588,0.9966666666666667,0.3432835820895522,0.17507782120359253,299,1143,1,57,0.8738461538461538,0.5305625717566016,0.3928421273912129
Schmidt-QPP QNN L2,53,3001,0.15,0.49739777738176355,25,4500,1500,1500,0.22933333333333333,0.20482758620689656,0.99,0.33942857142857147,0.1815023495494406,297,1153,3,47,0.8738461538461538,0.5344175824175823,0.38843058350100607
TinyMLP h5 (lambda12),53,3001,0.15,0.5731570837741349,21,4500,1500,1500,0.25266666666666665,0.211118930330753,1.0,0.3486345148169669,0.8530949130443524,300,1121,0,79,0.9260450160771705,0.5774105012602035,0.37647685454193297
TinyMLP h5 (mu12),53,3001,0.15,0.45711167644633555,21,4500,1500,1500,0.22933333333333333,0.20482758620689656,0.99,0.33942857142857147,0.1815023495494406,297,1153,3,47,0.8738461538461538,0.5344175824175823,0.38843058350100607
Schmidt-QPP QNN L2,67,clean,0.0,0.5539221874020205,25,4500,1500,1500,0.9453333333333334,0.8114285714285714,0.9466666666666667,0.8738461538461538,0.922911660233885,284,66,16,1134,0.8738461538461538,0.0,1.0
TinyMLP h5 (lambda12),67,clean,0.0,0.46780037111489353,21,4500,1500,1500,0.9653333333333334,0.8757575757575757,0.9633333333333334,0.9174603174603174,0.9606633276313581,289,41,11,1159,0.9174603174603174,0.0,1.0
TinyMLP h5 (mu12),67,clean,0.0,0.49863011652184247,21,4500,1500,1500,0.9453333333333334,0.8114285714285714,0.9466666666666667,0.8738461538461538,0.922911660233885,284,66,16,1134,0.8738461538461538,0.0,1.0
Schmidt-QPP QNN L2,67,1001,0.01,0.5539221874020205,25,4500,1500,1500,0.32266666666666666,0.22118380062305296,0.9466666666666667,0.35858585858585856,0.20498322833062677,284,1000,16,200,0.8738461538461538,0.5152602952602953,0.41035353535353536
TinyMLP h5 (lambda12),67,1001,0.01,0.46780037111489353,21,4500,1500,1500,0.9646666666666667,0.8731117824773413,0.9633333333333334,0.9160063391442155,0.9609023491402426,289,42,11,1158,0.9174603174603174,0.0014539783161019448,0.9984152139461172
TinyMLP h5 (mu12),67,1001,0.01,0.49863011652184247,21,4500,1500,1500,0.32266666666666666,0.22118380062305296,0.9466666666666667,0.35858585858585856,0.20498322833062677,284,1000,16,200,0.8738461538461538,0.5152602952602953,0.41035353535353536
Schmidt-QPP QNN L2,67,2003,0.01,0.5539221874020205,25,4500,1500,1500,0.32266666666666666,0.22118380062305296,0.9466666666666667,0.35858585858585856,0.19715669536518998,284,1000,16,200,0.8738461538461538,0.5152602952602953,0.41035353535353536
TinyMLP h5 (lambda12),67,2003,0.01,0.46780037111489353,21,4500,1500,1500,0.9653333333333334,0.8757575757575757,0.9633333333333334,0.9174603174603174,0.9620557159080318,289,41,11,1159,0.9174603174603174,0.0,1.0
TinyMLP h5 (mu12),67,2003,0.01,0.49863011652184247,21,4500,1500,1500,0.32266666666666666,0.22118380062305296,0.9466666666666667,0.35858585858585856,0.19715669536518998,284,1000,16,200,0.8738461538461538,0.5152602952602953,0.41035353535353536
Schmidt-QPP QNN L2,67,3001,0.01,0.5539221874020205,25,4500,1500,1500,0.32266666666666666,0.22118380062305296,0.9466666666666667,0.35858585858585856,0.19880930003074057,284,1000,16,200,0.8738461538461538,0.5152602952602953,0.41035353535353536
TinyMLP h5 (lambda12),67,3001,0.01,0.46780037111489353,21,4500,1500,1500,0.964,0.8704819277108434,0.9633333333333334,0.9145569620253164,0.9599529061276911,289,43,11,1157,0.9174603174603174,0.002903355435000976,0.9968354430379747
TinyMLP h5 (mu12),67,3001,0.01,0.49863011652184247,21,4500,1500,1500,0.32266666666666666,0.22118380062305296,0.9466666666666667,0.35858585858585856,0.19880930003074057,284,1000,16,200,0.8738461538461538,0.5152602952602953,0.41035353535353536
Schmidt-QPP QNN L2,67,1001,0.02,0.5539221874020205,25,4500,1500,1500,0.31266666666666665,0.21862971516551194,0.9466666666666667,0.35522201375859913,0.2038542185675792,284,1015,16,185,0.8738461538461538,0.5186241400875546,0.4065040650406504
TinyMLP h5 (lambda12),67,1001,0.02,0.46780037111489353,21,4500,1500,1500,0.962,0.8626865671641791,0.9633333333333334,0.9102362204724409,0.9600982264246601,289,46,11,1154,0.9174603174603174,0.007224096987876516,0.9921259842519685
TinyMLP h5 (mu12),67,1001,0.02,0.49863011652184247,21,4500,1500,1500,0.31266666666666665,0.21862971516551194,0.9466666666666667,0.35522201375859913,0.20385421856757924,284,1015,16,185,0.8738461538461538,0.5186241400875546,0.4065040650406504
Schmidt-QPP QNN L2,67,2003,0.02,0.5539221874020205,25,4500,1500,1500,0.31266666666666665,0.21862971516551194,0.9466666666666667,0.35522201375859913,0.20700723025802192,284,1015,16,185,0.8738461538461538,0.5186241400875546,0.4065040650406504
TinyMLP h5 (lambda12),67,2003,0.02,0.46780037111489353,21,4500,1500,1500,0.964,0.8704819277108434,0.9633333333333334,0.9145569620253164,0.9599335092698623,289,43,11,1157,0.9174603174603174,0.002903355435000976,0.9968354430379747
TinyMLP h5 (mu12),67,2003,0.02,0.49863011652184247,21,4500,1500,1500,0.31266666666666665,0.21862971516551194,0.9466666666666667,0.35522201375859913,0.20700723025802192,284,1015,16,185,0.8738461538461538,0.5186241400875546,0.4065040650406504
Schmidt-QPP QNN L2,67,3001,0.02,0.5539221874020205,25,4500,1500,1500,0.31333333333333335,0.21879815100154082,0.9466666666666667,0.35544430538172717,0.18385895237440084,284,1014,16,186,0.8738461538461538,0.5184018484644266,0.4067584480600751
TinyMLP h5 (lambda12),67,3001,0.02,0.46780037111489353,21,4500,1500,1500,0.9653333333333334,0.8734939759036144,0.9666666666666667,0.9177215189873418,0.9619400219799611,290,42,10,1158,0.9174603174603174,-0.0002612015270243573,1.0002847006263413
TinyMLP h5 (mu12),67,3001,0.02,0.49863011652184247,21,4500,1500,1500,0.31333333333333335,0.21879815100154082,0.9466666666666667,0.35544430538172717,0.1838610245546513,284,1014,16,186,0.8738461538461538,0.5184018484644266,0.4067584480600751
Schmidt-QPP QNN L2,67,1001,0.04,0.5539221874020205,25,4500,1500,1500,0.30466666666666664,0.21749049429657794,0.9533333333333334,0.3541795665634675,0.19847931364098736,286,1029,14,171,0.8738461538461538,0.5196665872826863,0.40531112370819344
TinyMLP h5 (lambda12),67,1001,0.04,0.46780037111489353,21,4500,1500,1500,0.962,0.8542274052478134,0.9766666666666667,0.911353032659409,0.9638609014392607,293,50,7,1150,0.9174603174603174,0.006107284800908386,0.9933432708917435
TinyMLP h5 (mu12),67,1001,0.04,0.49863011652184247,21,4500,1500,1500,0.30466666666666664,0.21749049429657794,0.9533333333333334,0.3541795665634675,0.19847931364098736,286,1029,14,171,0.8738461538461538,0.5196665872826863,0.40531112370819344
Schmidt-QPP QNN L2,67,2003,0.04,0.5539221874020205,25,4500,1500,1500,0.306,0.21825095057034222,0.9566666666666667,0.3554179566563468,0.18398448067464232,287,1028,13,172,0.8738461538461538,0.518428197189807,0.40672829546941097
TinyMLP h5 (lambda12),67,2003,0.04,0.46780037111489353,21,4500,1500,1500,0.9613333333333334,0.8538011695906432,0.9733333333333334,0.9096573208722741,0.9600097409398177,292,50,8,1150,0.9174603174603174,0.007802996588043287,0.9914950037189147
TinyMLP h5 (mu12),67,2003,0.04,0.49863011652184247,21,4500,1500,1500,0.306,0.21825095057034222,0.9566666666666667,0.3554179566563468,0.18398448067464232,287,1028,13,172,0.8738461538461538,0.518428197189807,0.40672829546941097
Schmidt-QPP QNN L2,67,3001,0.04,0.5539221874020205,25,4500,1500,1500,0.30333333333333334,0.21673003802281368,0.95,0.35294117647058826,0.197758824551277,285,1030,15,170,0.8738461538461538,0.5209049773755656,0.403893951946976
TinyMLP h5 (lambda12),67,3001,0.04,0.46780037111489353,21,4500,1500,1500,0.9626666666666667,0.8546511627906976,0.98,0.9130434782608695,0.9619332960797816,294,50,6,1150,0.9174603174603174,0.004416839199447908,0.995185798104408
TinyMLP h5 (mu12),67,3001,0.04,0.49863011652184247,21,4500,1500,1500,0.30333333333333334,0.21673003802281368,0.95,0.35294117647058826,0.197758824551277,285,1030,15,170,0.8738461538461538,0.5209049773755656,0.403893951946976
Schmidt-QPP QNN L2,67,1001,0.06,0.5539221874020205,25,4500,1500,1500,0.296,0.21748878923766815,0.97,0.35531135531135527,0.18285314509098613,291,1047,9,153,0.8738461538461538,0.5185347985347986,0.4066063044936284
TinyMLP h5 (lambda12),67,1001,0.06,0.46780037111489353,21,4500,1500,1500,0.8986666666666666,0.6659192825112108,0.99,0.7962466487935658,0.958846476513087,297,149,3,1051,0.9174603174603174,0.12121366866675165,0.8678812953978312
TinyMLP h5 (mu12),67,1001,0.06,0.49863011652184247,21,4500,1500,1500,0.296,0.21748878923766815,0.97,0.35531135531135527,0.18285314509098613,291,1047,9,153,0.8738461538461538,0.5185347985347986,0.4066063044936284
Schmidt-QPP QNN L2,67,2003,0.06,0.5539221874020205,25,4500,1500,1500,0.2986666666666667,0.21940298507462686,0.98,0.35853658536585364,0.20438669455466513,294,1046,6,154,0.8738461538461538,0.5153095684803002,0.4102971487461353
TinyMLP h5 (lambda12),67,2003,0.06,0.46780037111489353,21,4500,1500,1500,0.8893333333333333,0.6456521739130435,0.99,0.7815789473684212,0.9623454876334003,297,163,3,1037,0.9174603174603174,0.13588137009189627,0.8518940083773449
TinyMLP h5 (mu12),67,2003,0.06,0.49863011652184247,21,4500,1500,1500,0.2986666666666667,0.21940298507462686,0.98,0.35853658536585364,0.20438669455466513,294,1046,6,154,0.8738461538461538,0.5153095684803002,0.4102971487461353
Schmidt-QPP QNN L2,67,3001,0.06,0.5539221874020205,25,4500,1500,1500,0.2986666666666667,0.21771771771771772,0.9666666666666667,0.3553921568627451,0.1800390526342555,290,1042,10,158,0.8738461538461538,0.5184539969834088,0.4066987710577189
TinyMLP h5 (lambda12),67,3001,0.06,0.46780037111489353,21,4500,1500,1500,0.8893333333333333,0.6462882096069869,0.9866666666666667,0.7810026385224276,0.961687257614518,296,162,4,1038,0.9174603174603174,0.13645767893788985,0.8512658516766944
TinyMLP h5 (mu12),67,3001,0.06,0.49863011652184247,21,4500,1500,1500,0.2986666666666667,0.21771771771771772,0.9666666666666667,0.3553921568627451,0.1800390526342555,290,1042,10,158,0.8738461538461538,0.5184539969834088,0.4066987710577189
Schmidt-QPP QNN L2,67,1001,0.08,0.5539221874020205,25,4500,1500,1500,0.292,0.21861152141802068,0.9866666666666667,0.3579201934703748,0.1868340548254896,296,1058,4,142,0.8738461538461538,0.5159259603757791,0.40959177069673175
TinyMLP h5 (lambda12),67,1001,0.08,0.46780037111489353,21,4500,1500,1500,0.49,0.2812793979303857,0.9966666666666667,0.4387380777696258,0.9590545270419308,299,764,1,436,0.9174603174603174,0.4787222396906916,0.4782093235205264
TinyMLP h5 (mu12),67,1001,0.08,0.49863011652184247,21,4500,1500,1500,0.292,0.21861152141802068,0.9866666666666667,0.3579201934703748,0.1868340548254896,296,1058,4,142,0.8738461538461538,0.5159259603757791,0.40959177069673175
Schmidt-QPP QNN L2,67,2003,0.08,0.5539221874020205,25,4500,1500,1500,0.28733333333333333,0.21623616236162363,0.9766666666666667,0.3540785498489426,0.17768339788117565,293,1062,7,138,0.8738461538461538,0.5197676039972112,0.40519552359474065
TinyMLP h5 (lambda12),67,2003,0.08,0.46780037111489353,21,4500,1500,1500,0.4846666666666667,0.2791783380018674,0.9966666666666667,0.43617797228300514,0.9571160154134843,299,772,1,428,0.9174603174603174,0.4812823451773123,0.47541889712507485
TinyMLP h5 (mu12),67,2003,0.08,0.49863011652184247,21,4500,1500,1500,0.28733333333333333,0.21623616236162363,0.9766666666666667,0.3540785498489426,0.17768339788117565,293,1062,7,138,0.8738461538461538,0.5197676039972112,0.40519552359474065
Schmidt-QPP QNN L2,67,3001,0.08,0.5539221874020205,25,4500,1500,1500,0.2866666666666667,0.2173274596182085,0.9866666666666667,0.3561973525872443,0.17105915754931728,296,1066,4,134,0.8738461538461538,0.5176488012589096,0.4076202098269521
TinyMLP h5 (lambda12),67,3001,0.08,0.46780037111489353,21,4500,1500,1500,0.462,0.27058823529411763,0.9966666666666667,0.42562277580071173,0.9627366367607942,299,806,1,394,0.9174603174603174,0.4918375416596057,0.4639140981910872
TinyMLP h5 (mu12),67,3001,0.08,0.49863011652184247,21,4500,1500,1500,0.2866666666666667,0.2173274596182085,0.9866666666666667,0.3561973525872443,0.17105915754931728,296,1066,4,134,0.8738461538461538,0.5176488012589096,0.4076202098269521
Schmidt-QPP QNN L2,67,1001,0.1,0.5539221874020205,25,4500,1500,1500,0.278,0.21568627450980393,0.99,0.3542039355992845,0.17169765726910852,297,1080,3,120,0.8738461538461538,0.5196422182468694,0.40533901080904033
TinyMLP h5 (lambda12),67,1001,0.1,0.46780037111489353,21,4500,1500,1500,0.312,0.22481203007518796,0.9966666666666667,0.36687116564417177,0.9519967105680031,299,1031,1,169,0.9174603174603174,0.5505891518161456,0.3998768760481457
TinyMLP h5 (mu12),67,1001,0.1,0.49863011652184247,21,4500,1500,1500,0.278,0.21568627450980393,0.99,0.3542039355992845,0.17169765726910852,297,1080,3,120,0.8738461538461538,0.5196422182468694,0.40533901080904033
Schmidt-QPP QNN L2,67,2003,0.1,0.5539221874020205,25,4500,1500,1500,0.27066666666666667,0.21356421356421357,0.9866666666666667,0.35112692763938314,0.18749629834733392,296,1090,4,110,0.8738461538461538,0.5227192262067707,0.4018177869112659
TinyMLP h5 (lambda12),67,2003,0.1,0.46780037111489353,21,4500,1500,1500,0.324,0.228310502283105,1.0,0.3717472118959108,0.9595343325831347,300,1014,0,186,0.9174603174603174,0.5457131055644067,0.40519159774121766
TinyMLP h5 (mu12),67,2003,0.1,0.49863011652184247,21,4500,1500,1500,0.27066666666666667,0.21356421356421357,0.9866666666666667,0.35112692763938314,0.18749629834733392,296,1090,4,110,0.8738461538461538,0.5227192262067707,0.4018177869112659
Schmidt-QPP QNN L2,67,3001,0.1,0.5539221874020205,25,4500,1500,1500,0.2713333333333333,0.21330441070137382,0.9833333333333333,0.35056446821152704,0.18830413864603046,295,1088,5,112,0.8738461538461538,0.5232816856346267,0.40117412735474045
TinyMLP h5 (lambda12),67,3001,0.1,0.46780037111489353,21,4500,1500,1500,0.31866666666666665,0.2265151515151515,0.9966666666666667,0.3691358024691358,0.9501444086173797,299,1021,1,179,0.9174603174603174,0.5483245149911816,0.4023452518262207
TinyMLP h5 (mu12),67,3001,0.1,0.49863011652184247,21,4500,1500,1500,0.2713333333333333,0.21330441070137382,0.9833333333333333,0.35056446821152704,0.18830413864603046,295,1088,5,112,0.8738461538461538,0.5232816856346267,0.40117412735474045
Schmidt-QPP QNN L2,67,1001,0.15,0.5539221874020205,25,4500,1500,1500,0.23466666666666666,0.20677731673582295,0.9966666666666667,0.34249713631156925,0.17950073877748926,299,1147,1,53,0.8738461538461538,0.5313490175345845,0.39194214542697187
TinyMLP h5 (lambda12),67,1001,0.15,0.46780037111489353,21,4500,1500,1500,0.20866666666666667,0.20174848688634836,1.0,0.33575825405707893,0.9283350717709674,300,1187,0,13,0.9174603174603174,0.5817020634032385,0.3659648789895497
TinyMLP h5 (mu12),67,1001,0.15,0.49863011652184247,21,4500,1500,1500,0.23466666666666666,0.20677731673582295,0.9966666666666667,0.34249713631156925,0.17950073877748926,299,1147,1,53,0.8738461538461538,0.5313490175345845,0.39194214542697187
Schmidt-QPP QNN L2,67,2003,0.15,0.5539221874020205,25,4500,1500,1500,0.23733333333333334,0.2073509015256588,0.9966666666666667,0.3432835820895522,0.17507782120359253,299,1143,1,57,0.8738461538461538,0.5305625717566016,0.3928421273912129
TinyMLP h5 (lambda12),67,2003,0.15,0.46780037111489353,21,4500,1500,1500,0.204,0.20080321285140562,1.0,0.33444816053511706,0.9222531181581856,300,1194,0,6,0.9174603174603174,0.5830121569252004,0.3645369223825671
TinyMLP h5 (mu12),67,2003,0.15,0.49863011652184247,21,4500,1500,1500,0.23733333333333334,0.2073509015256588,0.9966666666666667,0.3432835820895522,0.17507782120359253,299,1143,1,57,0.8738461538461538,0.5305625717566016,0.3928421273912129
Schmidt-QPP QNN L2,67,3001,0.15,0.5539221874020205,25,4500,1500,1500,0.22933333333333333,0.20482758620689656,0.99,0.33942857142857147,0.1815023495494406,297,1153,3,47,0.8738461538461538,0.5344175824175823,0.38843058350100607
TinyMLP h5 (lambda12),67,3001,0.15,0.46780037111489353,21,4500,1500,1500,0.20466666666666666,0.20093770931011387,1.0,0.33463469046291133,0.8846142439228449,300,1193,0,7,0.9174603174603174,0.5828256269974061,0.36474023354954005
TinyMLP h5 (mu12),67,3001,0.15,0.49863011652184247,21,4500,1500,1500,0.22933333333333333,0.20482758620689656,0.99,0.33942857142857147,0.1815023495494406,297,1153,3,47,0.8738461538461538,0.5344175824175823,0.38843058350100607
